train_step,method,seed,current_difficulty,target_difficulty_steps,eval_difficulty,eval_mode,eval_rap,mean_reward,std_reward,win_rate,threshold_hit,stage_steps,stage_index
9350000,curriculum,44,2,0,2,0,0.25,9.8,7.820485918406861,0.9,0,4500000,2
9400000,curriculum,44,2,0,2,0,0.25,11.5,4.964876634922564,1.0,0,4550000,2
9450000,curriculum,44,2,0,2,0,0.25,6.9,7.462573282722254,0.7,0,4600000,2
9500000,curriculum,44,2,0,2,0,0.25,7.6,6.003332407921454,0.8,0,4650000,2
9550000,curriculum,44,2,0,2,0,0.25,12.1,3.477067730142742,1.0,0,4700000,2
9600000,curriculum,44,2,0,2,0,0.25,11.2,3.7629775444453557,1.0,0,4750000,2
9650000,curriculum,44,2,0,2,0,0.25,9.4,6.959885056522126,0.9,0,4800000,2
9700000,curriculum,44,2,0,2,0,0.25,9.7,5.158488150611572,0.9,0,4850000,2
9750000,curriculum,44,2,0,2,0,0.25,10.7,3.5791060336346563,1.0,0,4900000,2
9800000,curriculum,44,2,0,2,0,0.25,11.0,3.8987177379235853,1.0,0,4950000,2
9850000,curriculum,44,2,0,2,0,0.25,11.3,6.293647591023825,0.9,0,5000000,2
9900000,curriculum,44,2,0,2,0,0.25,11.9,4.635730794599704,1.0,0,5050000,2
9950000,curriculum,44,2,0,2,0,0.25,10.3,6.450581369148055,1.0,0,5100000,2
10000000,curriculum,44,2,0,2,0,0.25,9.9,5.048762224545736,1.0,0,5150000,2
10050000,curriculum,44,2,0,2,0,0.25,10.7,6.1489836558572835,0.9,0,5200000,2
10100000,curriculum,44,2,0,2,0,0.25,10.4,4.029888335921977,1.0,0,5250000,2
10150000,curriculum,44,2,0,2,0,0.25,10.3,6.116371473349211,0.9,0,5300000,2
10200000,curriculum,44,2,0,2,0,0.25,9.4,6.053098380168623,0.9,0,5350000,2
10250000,curriculum,44,2,0,2,0,0.25,9.9,4.7,1.0,0,5400000,2
10300000,curriculum,44,2,0,2,0,0.25,10.6,6.069596362197407,1.0,0,5450000,2
10350000,curriculum,44,2,0,2,0,0.25,10.6,5.624944444170093,1.0,0,5500000,2
10400000,curriculum,44,2,0,2,0,0.25,12.3,4.648655719667784,1.0,0,5550000,2
10450000,curriculum,44,2,0,2,0,0.25,9.6,5.748043145279966,0.9,0,5600000,2
10500000,curriculum,44,2,0,2,0,0.25,9.2,5.844655678480984,1.0,0,5650000,2
10550000,curriculum,44,2,0,2,0,0.25,11.5,3.6674241641784495,1.0,0,5700000,2
10600000,curriculum,44,2,0,2,0,0.25,14.0,4.753945729601885,1.0,0,5750000,2
