method,train_step,mean_reward,reward_std
direct,22400000,17.900000000000002,0.5567764362830014
direct,22530080,18.8,
direct,22800000,17.566666666666666,0.25166114784235843
direct,22930080,19.6,
direct,23200000,18.900000000000002,0.5567764362830014
direct,23330080,16.7,
direct,23600000,15.566666666666668,4.309679029038397
direct,23730080,18.4,
direct,24000000,17.099999999999998,0.6999999999999974
direct,24130080,19.2,
direct,24400000,17.533333333333335,0.5033222956847166
direct,24530080,18.4,
direct,24800000,17.400000000000002,0.26457513110645864
direct,24930080,18.9,
direct,25330080,17.7,
direct,25730080,17.3,
direct,26130080,18.1,
direct,26530080,17.9,
direct,26930080,17.3,
direct,27330080,15.8,
direct,27730080,18.5,
direct,28130080,18.1,
direct,28530080,17.2,
direct,28930080,18.5,
direct,29330080,18.5,
direct,29730080,17.8,
direct,30130080,17.3,
direct,30530080,18.3,
